Proto,State,sTos,dTos,SrcWin,DstWin,sHops,dHops,sTtl,dTtl,TcpRtt,SynAck,AckDat,SrcPkts,DstPkts,SrcBytes,DstBytes,SAppBytes,DAppBytes,Dur,TotPkts,TotBytes,TotAppByte,Rate,SrcRate,DstRate,Label,target
udp,CON,0.0,0.0,,,22.0,1.0,106.0,127.0,0.0,0.0,0.0,1,1,194,85,152,43,0.000804,2,279,195,1243.781128,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,23.0,1.0,105.0,127.0,0.0,0.0,0.0,1,1,80,60,38,18,0.000914,2,140,56,1094.091919,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,87,155,45,113,0.000313,2,242,158,3194.888184,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
rtcp,CON,0.0,0.0,,,27.0,1.0,101.0,127.0,0.0,0.0,0.0,1,1,75,466,33,424,0.000982,2,541,457,1018.329895,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000195,2,214,130,5128.205078,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
icmp,URP,0.0,,,,1.0,,63.0,,0.0,0.0,0.0,1,0,135,0,73,0,0.0,1,135,73,0.0,0.0,0.0,flow=Background-Attempt-cmpgw-CVUT,0
tcp,REQ,0.0,,1049600.0,,15.0,,113.0,,0.0,0.0,0.0,1,0,66,0,0,0,0.0,1,66,0,0.0,0.0,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,158,1004,74,920,1953.041382,4,1162,994,0.001536,0.000512,0.000512,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,23.0,127.0,105.0,0.0,0.0,0.0,1,1,71,60,29,18,0.3733,2,131,47,2.678811,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,1,0,61,0,19,0,0.0,1,61,19,0.0,0.0,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,16.0,1.0,48.0,127.0,0.0,0.0,0.0,2,2,149,936,65,852,210.660782,4,1085,917,0.014241,0.004747,0.004747,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,17.0,126.0,47.0,0.0,0.0,0.0,2,2,148,124,64,40,3050.625977,4,272,104,0.000983,0.000328,0.000328,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,2.0,13.0,126.0,115.0,0.0,0.0,0.0,1,1,74,504,32,462,0.265234,2,578,494,3.770256,0.0,0.0,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,87,137,45,95,0.000191,2,224,140,5235.602051,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,FIN,0.0,0.0,128000.0,66600.0,2.0,7.0,126.0,57.0,0.000931,0.000793,0.000138,14,44,1689,55033,753,52121,0.015118,58,56722,52874,3770.340088,953.638489,3001.745117,flow=Background-Established-cmpgw-CVUT,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,21,0,3219,0,2337,0,3509.163818,21,3219,2337,0.005699,0.005699,0.0,flow=Background-UDP-Attempt,0
tcp,RST,0.0,0.0,64651.0,65535.0,1.0,1.0,127.0,63.0,0.000351,0.000223,0.000128,6,3,472,1058,116,884,29.999165,9,1530,1000,0.266674,0.166671,0.119353,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,62.0,63.0,0.0,0.0,0.0,1,1,78,241,36,199,0.000441,2,319,235,2267.57373,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,1,1,76,465,34,423,0.003949,2,541,457,253.228668,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,21.0,1.0,107.0,127.0,0.0,0.0,0.0,2,2,146,120,62,36,635.301331,4,266,98,0.004722,0.001574,0.001574,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,80,218,38,176,0.000219,2,298,214,4566.209961,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,1,1,76,60,34,18,0.00081,2,136,52,1234.567871,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,24.0,1.0,104.0,127.0,0.0,0.0,0.0,1,1,73,60,31,18,0.001016,2,133,49,984.251892,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,11.0,1.0,117.0,127.0,0.0,0.0,0.0,1,1,74,60,32,18,0.000887,2,134,50,1127.395752,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,20.0,1.0,108.0,127.0,0.0,0.0,0.0,1,1,73,60,31,18,0.000755,2,133,49,1324.503296,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,73,60,31,18,0.001861,2,133,49,537.34552,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,76,482,34,440,0.000928,2,558,474,1077.586182,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,2097152.0,0.0,15.0,1.0,113.0,127.0,0.0,0.0,0.0,2,2,132,120,0,0,0.670265,4,252,0,4.475842,1.498356,1.492339,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,22.0,1.0,106.0,127.0,0.0,0.0,0.0,2,2,560,121,476,36,2188.252686,4,681,512,0.001371,0.000457,0.000457,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,20.0,127.0,108.0,0.0,0.0,0.0,1,1,69,60,27,11,0.07531,2,129,38,13.278449,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,19.0,127.0,109.0,0.0,0.0,0.0,4,4,790,495,622,326,2848.283447,8,1285,948,0.002458,0.001053,0.001053,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000307,2,214,130,3257.328857,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,76,541,34,499,0.132847,2,617,533,7.527457,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,1,1,185,90,143,48,0.001008,2,275,191,992.063477,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,9,0,666,0,288,0,120.369102,9,666,288,0.066462,0.066462,0.0,flow=Background-UDP-Attempt,0
tcp,RST,0.0,0.0,64718.0,15008.0,1.0,7.0,127.0,57.0,0.000824,0.000655,0.000169,40,60,6494,82337,4146,79083,82.604843,100,88831,83229,1.198477,0.472127,2.631476,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,133,321,91,279,0.000403,2,454,370,2481.389404,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000244,2,214,130,4098.36084,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,78,483,36,441,0.000997,2,561,477,1003.008972,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,19.0,127.0,109.0,0.0,0.0,0.0,2,2,632,241,548,156,2927.307373,4,873,704,0.001025,0.000342,0.000342,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000252,2,214,130,3968.253906,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,INT,0.0,,,,1.0,,127.0,,0.0,0.0,0.0,1,0,145,0,103,0,0.0,1,145,103,0.0,0.0,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,1.0,23.0,127.0,41.0,0.0,0.0,0.0,4,4,713,672,545,504,2694.836426,8,1385,1049,0.002598,0.001113,0.001113,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,70,128,28,86,0.000246,2,198,114,4065.040527,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,199,39,157,0.000257,2,280,196,3891.050537,0.0,0.0,flow=From-Normal-V42-Stribrek,1
tcp,CON,0.0,0.0,16384.0,65535.0,16.0,1.0,112.0,127.0,0.000273,0.000273,0.0,3,5,186,306,0,0,8.99254,8,492,0,0.778423,0.222489,0.444827,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,217,37,175,0.000414,2,296,212,2415.458984,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,2,2,158,120,74,36,3017.381104,4,278,110,0.000994,0.000331,0.000331,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,24.0,1.0,40.0,127.0,0.0,0.0,0.0,1,1,477,60,435,17,0.003104,2,537,452,322.164948,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,65008.0,65664.0,2.0,14.0,126.0,50.0,0.106023,0.105696,0.000327,5,3,695,869,395,689,0.216284,8,1564,1084,32.364853,18.494202,18.514919,flow=Background-Established-cmpgw-CVUT,0
tcp,FIN,0.0,0.0,29056.0,8448.0,1.0,8.0,63.0,56.0,0.0011,0.000957,0.000143,13,12,2132,10636,1266,9836,5.959502,25,12768,11102,4.027182,2.014507,1.846088,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,18.0,1.0,46.0,127.0,0.0,0.0,0.0,1,1,60,68,18,26,0.000891,2,128,44,1122.334473,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,7040.0,6912.0,2.0,18.0,62.0,46.0,0.035149,0.034798,0.000351,5,4,548,823,210,551,0.072403,9,1371,761,110.492661,55.24633,83.532883,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.00023,2,214,130,4347.826172,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
icmp,URH,0.0,,,,19.0,,45.0,,0.0,0.0,0.0,9,0,1575,0,1017,0,3223.779785,9,1575,1017,0.002482,0.002482,0.0,flow=Background,0
udp,CON,0.0,0.0,,,22.0,1.0,42.0,127.0,0.0,0.0,0.0,3,3,719,270,593,143,2.552223,6,989,736,1.959077,0.784218,0.783918,flow=Background-UDP-Established,0
tcp,REQ,0.0,,373760.0,,1.0,,63.0,,0.0,0.0,0.0,3,0,222,0,0,0,9.002028,3,222,0,0.222172,0.222172,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000279,2,214,130,3584.229492,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,INT,0.0,,,,2.0,,126.0,,0.0,0.0,0.0,9,0,1131,0,753,0,13.986352,9,1131,753,0.571986,0.571986,0.0,flow=Background-UDP-Attempt,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,10,8,3963,918,3543,573,2849.795898,18,4881,4116,0.005965,0.003158,0.002456,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000195,2,214,130,5128.205078,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
tcp,RST,0.0,0.0,64239.0,6432.0,1.0,8.0,127.0,56.0,0.001305,0.001143,0.000162,23,30,2206,15745,884,14075,1.346368,53,17951,14959,38.622429,16.351406,21.557732,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,71,131,29,89,0.000168,2,202,118,5952.380859,0.0,0.0,flow=From-Normal-V42-Grill,1
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000385,2,214,130,2597.402588,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,67,93,25,51,0.002526,2,160,76,395.882843,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000226,2,214,130,4424.778809,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,83,225,41,183,0.000309,2,308,224,3236.246094,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,23.0,1.0,41.0,127.0,0.0,0.0,0.0,1,1,76,60,34,18,0.001044,2,136,52,957.85437,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,69,161,27,119,0.000325,2,230,146,3076.923096,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,13.0,127.0,115.0,0.0,0.0,0.0,6,6,388,1215,134,963,3361.824951,12,1603,1097,0.003272,0.001487,0.001487,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,23.0,1.0,105.0,127.0,0.0,0.0,0.0,1,1,84,61,42,19,0.000861,2,145,61,1161.440186,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,131008.0,65473.0,21.0,1.0,107.0,127.0,0.044537,0.000243,0.044294,5,4,404,337,62,61,0.092549,9,741,123,86.440689,43.327087,32.500595,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000244,2,214,130,4098.36084,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,18.0,1.0,110.0,127.0,0.0,0.0,0.0,2,2,148,120,64,36,3103.916992,4,268,100,0.000967,0.000322,0.000322,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000337,2,214,130,2967.358887,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,77,178,35,136,0.000302,2,255,171,3311.258301,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,20.0,1.0,108.0,127.0,0.0,0.0,0.0,1,1,78,60,36,18,0.000723,2,138,54,1383.125854,0.0,0.0,flow=Background-UDP-Established,0
tcp,RST,0.0,0.0,2097152.0,0.0,15.0,1.0,113.0,127.0,0.0,0.0,0.0,2,2,132,120,0,0,0.690932,4,252,0,4.341961,1.481295,1.447593,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000179,2,214,130,5586.592285,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,23.0,1.0,41.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000875,2,137,53,1142.857056,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000234,2,214,130,4273.504395,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,75,358,33,316,0.385341,2,433,349,2.595104,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,73,151,31,109,0.000451,2,224,140,2217.294922,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000264,2,214,130,3787.878662,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000299,2,214,130,3344.481445,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,17.0,1.0,47.0,127.0,0.0,0.0,0.0,4,4,638,248,470,80,3552.229004,8,886,550,0.001971,0.000845,0.000845,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.000852,2,135,51,1173.708862,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,19.0,1.0,109.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.000782,2,137,53,1278.772339,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,129,37,87,0.000258,2,208,124,3875.969238,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000211,2,214,130,4739.336426,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,127.0,63.0,0.0,0.0,0.0,1,1,83,151,41,109,0.000219,2,234,150,4566.209961,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,6,6,1098,522,846,270,3044.23999,12,1620,1116,0.003613,0.001643,0.001643,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,2,2,150,1026,66,942,2773.637451,4,1176,1008,0.001082,0.000361,0.000361,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,1,1,72,60,30,18,0.000874,2,132,48,1144.164795,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,3,3,628,181,502,54,10.791111,6,809,556,0.463344,0.185381,0.185352,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,4.6e-05,2,214,130,21739.130859,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,75,60,33,18,0.000776,2,135,51,1288.65979,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,1,1,78,545,36,503,0.004912,2,623,539,203.583054,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,860288.0,65534.0,1.0,9.0,63.0,55.0,0.001055,0.000791,0.000264,5,4,1010,847,702,611,0.003542,9,1857,1313,2258.611084,1446.654541,1090.512573,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000218,2,214,130,4587.155762,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,1.0,62.0,63.0,0.0,0.0,0.0,1,1,69,279,27,237,0.000303,2,348,264,3300.329834,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,22.0,1.0,42.0,127.0,0.0,0.0,0.0,1,1,456,60,414,17,0.001931,2,516,431,517.866394,0.0,0.0,flow=Background-UDP-Established,0
tcp,REQ,0.0,,266240.0,,14.0,,114.0,,0.0,0.0,0.0,1,0,66,0,0,0,0.0,1,66,0,0.0,0.0,0.0,flow=Background-TCP-Attempt,0
udp,CON,0.0,0.0,,,13.0,1.0,115.0,127.0,0.0,0.0,0.0,1,1,78,60,36,18,0.000901,2,138,54,1109.87793,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,25.0,,103.0,,0.0,0.0,0.0,1,0,145,0,103,0,0.000309,1,145,103,0.0,0.0,0.0,flow=Background-UDP-Attempt,0
tcp,RST,0.0,0.0,65700.0,9088.0,9.0,1.0,119.0,63.0,0.013016,0.000282,0.012734,8,6,1698,4055,1224,3713,11.126388,14,5753,4937,1.168394,0.629135,3.262404,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,129,37,87,0.000333,2,208,124,3003.00293,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,85,239,43,197,0.000289,2,324,240,3460.207764,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
icmp,URP,0.0,,,,1.0,,63.0,,0.0,0.0,0.0,1,0,70,0,114,0,0.0,1,70,114,0.0,0.0,0.0,flow=Background,0
udp,CON,0.0,0.0,,,16.0,1.0,112.0,127.0,0.0,0.0,0.0,1,1,83,471,41,429,0.001173,2,554,470,852.514954,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,1,1,77,60,35,18,0.001372,2,137,53,728.862976,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000208,2,214,130,4807.692383,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000312,2,214,130,3205.128418,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,1,1,74,469,32,427,0.00099,2,543,459,1010.101013,0.0,0.0,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,6912.0,7424.0,1.0,8.0,63.0,56.0,0.001377,0.001111,0.000266,6,5,1163,643,759,305,0.04889,11,1806,1064,204.540817,104.116776,83.718788,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,18.0,1.0,110.0,127.0,0.0,0.0,0.0,1,1,64,248,22,206,0.002982,2,312,228,335.345428,0.0,0.0,flow=Background-UDP-Established,0
udp,INT,0.0,,,,12.0,,116.0,,0.0,0.0,0.0,2,0,218,0,134,0,159.661026,2,218,134,0.006263,0.006263,0.0,flow=Background-Attempt-cmpgw-CVUT,0
tcp,FIN,0.0,0.0,65535.0,65534.0,1.0,1.0,127.0,63.0,0.000354,9.2e-05,0.000262,13,19,2451,20523,1681,19473,0.471808,32,22974,21154,65.704697,25.443512,38.158554,flow=To-Background-CVUT-Proxy,0
tcp,FIN,0.0,0.0,6912.0,6912.0,1.0,8.0,63.0,56.0,0.001125,0.001027,9.8e-05,5,5,853,643,515,305,0.004199,10,1496,820,2143.367432,1247.271606,1261.034058,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000175,2,214,130,5714.286133,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,66,141,24,99,0.000298,2,207,123,3355.70459,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,2.0,10.0,126.0,118.0,0.0,0.0,0.0,4,4,652,247,484,79,2622.626709,8,899,563,0.002669,0.001144,0.001144,flow=Background-Established-cmpgw-CVUT,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,79,129,37,87,0.000258,2,208,124,3875.969238,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,1.0,16.0,127.0,112.0,0.0,0.0,0.0,5,5,1192,303,982,91,3322.855713,10,1495,1073,0.002709,0.001204,0.001204,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,2.0,1.0,126.0,63.0,0.0,0.0,0.0,1,1,72,137,30,95,0.030257,2,209,125,33.050205,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,15.0,1.0,113.0,127.0,0.0,0.0,0.0,2,2,156,120,72,36,3062.164795,4,276,108,0.00098,0.000327,0.000327,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,3,3,237,180,111,54,3130.178223,6,417,165,0.001597,0.000639,0.000639,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,14.0,1.0,114.0,127.0,0.0,0.0,0.0,2,2,359,136,275,52,107.282372,4,495,327,0.027964,0.009321,0.009321,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,21.0,127.0,107.0,0.0,0.0,0.0,3,3,229,416,103,283,2849.767822,6,645,386,0.001755,0.000702,0.000702,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,17.0,1.0,111.0,127.0,0.0,0.0,0.0,1,1,78,60,36,18,0.000964,2,138,54,1037.34436,0.0,0.0,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,18.0,1.0,46.0,127.0,0.0,0.0,0.0,2,2,147,120,63,36,1698.060059,4,267,99,0.001767,0.000589,0.000589,flow=Background-UDP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,73,150,31,108,0.279334,2,223,139,3.579944,0.0,0.0,flow=From-Normal-V42-Stribrek,1
udp,CON,0.0,0.0,,,13.0,1.0,51.0,127.0,0.0,0.0,0.0,6,6,1294,423,1042,171,3283.007568,12,1717,1213,0.003351,0.001523,0.001523,flow=Background-UDP-Established,0
tcp,FIN,0.0,0.0,17536.0,15616.0,13.0,1.0,51.0,63.0,0.028791,0.000153,0.028638,6,4,749,1684,345,1412,0.097641,10,2433,1757,92.174393,51.207996,44.236042,flow=Background-TCP-Established,0
udp,CON,0.0,0.0,,,1.0,1.0,63.0,63.0,0.0,0.0,0.0,1,1,81,133,39,91,0.000251,2,214,130,3984.063965,0.0,0.0,flow=To-Background-UDP-CVUT-DNS-Server,0
udp,CON,0.0,0.0,,,12.0,1.0,116.0,127.0,0.0,0.0,0.0,1,1,75,475,33,433,0.000976,2,550,466,1024.59021,0.0,0.0,flow=Background-UDP-Established,0
